iter	Logloss
0	0.4518884596
1	0.3083603403
2	0.2454534012
3	0.187487121
4	0.1510052932
5	0.1307407781
6	0.1230574442
7	0.1178582608
8	0.1108101758
9	0.1060696176
10	0.1012990082
11	0.09840726542
12	0.09039900119
13	0.08858636274
14	0.08727136394
15	0.08599482361
16	0.08509191981
17	0.0837817738
18	0.08306184007
19	0.08117950281
20	0.08005060109
21	0.0772215764
22	0.07616283997
23	0.07437559908
24	0.07335218499
25	0.07279366857
26	0.07045011915
27	0.06846038015
28	0.06761860808
29	0.06629189409
30	0.06386988298
31	0.06324114074
32	0.06019120537
33	0.05933179355
34	0.05816683726
35	0.05711028241
36	0.05349566304
37	0.05317719005
38	0.05107203167
39	0.0496753746
40	0.047358587
41	0.0459549476
42	0.04373992331
43	0.04229062448
44	0.04193560186
45	0.04054454588
46	0.04013735221
47	0.0367936699
48	0.03618119328
49	0.03510819997
50	0.03418243635
51	0.03389932376
52	0.03354066449
53	0.03327067896
54	0.03186923206
55	0.03174185831
56	0.03158787268
57	0.03111233141
58	0.03085486555
59	0.03071389111
60	0.02976940667
61	0.02929128696
62	0.02884849758
63	0.02840131524
64	0.02784499366
65	0.02727352689
66	0.02708723628
67	0.02632477677
68	0.02578843387
69	0.02566453318
70	0.02555515064
71	0.02509740424
72	0.02421128983
73	0.02417207965
74	0.02391376445
75	0.02382798892
76	0.02365830834
77	0.023536733
78	0.0234632849
79	0.02337720714
80	0.02280616037
81	0.02220950594
82	0.02211134022
83	0.02203765806
84	0.02168835619
85	0.02136100518
86	0.02078577459
87	0.02063352517
88	0.02029425852
89	0.01978791253
90	0.01970463681
91	0.01921840504
92	0.01914716383
93	0.01907697713
94	0.01882616978
95	0.01880459507
96	0.01853385428
97	0.0180274351
98	0.01798960976
99	0.01778902527
100	0.01773388883
101	0.01746696358
102	0.01737807273
103	0.01734720247
104	0.01730575614
105	0.0172465039
106	0.01720895344
107	0.01713996932
108	0.01694683519
109	0.01685156505
110	0.01673593859
111	0.01666397097
112	0.01613963095
113	0.01598342435
114	0.01594227858
115	0.01581905518
116	0.01566920319
117	0.01562516704
118	0.01556435207
119	0.01556439095
120	0.01549416069
121	0.01517816158
122	0.01491824529
123	0.0149029864
124	0.01480362703
125	0.01480257058
126	0.01476789144
127	0.01468723342
128	0.01462866962
129	0.01440742849
130	0.01437978439
131	0.01436493718
132	0.01434916251
133	0.01374773777
134	0.01373499027
135	0.01358798987
136	0.01352690356
137	0.01349897002
138	0.01340544681
139	0.01320237967
140	0.01305965469
141	0.01305953045
142	0.0129486286
143	0.01282218189
144	0.01282214111
145	0.01267404628
146	0.01267262097
147	0.01267250811
148	0.01267242371
149	0.0126724474
150	0.01266239122
151	0.01266229828
152	0.01266142777
153	0.01266130638
154	0.01266113665
155	0.01264581902
156	0.0126318349
157	0.01263181783
158	0.01263179792
159	0.01263159971
160	0.01263153143
161	0.01263150583
162	0.01263148402
163	0.01263133228
164	0.0126157245
165	0.01260167458
166	0.0126015181
167	0.01260124308
168	0.01260034624
169	0.01258709507
170	0.0124818065
171	0.0124630256
172	0.01246287197
173	0.01244321292
174	0.0123511868
175	0.01221931075
176	0.01202023914
177	0.01193367555
178	0.01193367555
179	0.01185569937
180	0.01183145677
181	0.01162638308
182	0.01161640563
183	0.0114701298
184	0.01147005204
185	0.01147005393
186	0.01134094714
187	0.01134090826
188	0.01134073376
189	0.01134073376
190	0.01134073376
191	0.01134073376
192	0.01134067117
193	0.01134064936
194	0.01134045495
195	0.0113404575
196	0.01134038448
197	0.01134035414
198	0.01133972064
199	0.01133974909
200	0.01133972256
201	0.01133972351
202	0.01133934609
203	0.01133930721
204	0.01133926833
205	0.01133426794
206	0.01126238841
207	0.01126213236
208	0.01118283034
209	0.01118281137
210	0.01118274309
211	0.01118219122
212	0.0110799488
213	0.01095623118
214	0.0109561648
215	0.01095617618
216	0.01095617618
217	0.01095595519
218	0.01095591254
219	0.0109558177
220	0.01073253378
221	0.01069379325
222	0.01069358649
223	0.01047687837
224	0.01047677785
225	0.01047669155
226	0.0104766375
227	0.01047649619
228	0.01047643835
229	0.01047642602
230	0.01047627428
231	0.01047629799
232	0.01047623825
233	0.01047618419
234	0.0104761804
235	0.0104761804
236	0.01046398379
237	0.01039075986
238	0.01039071813
239	0.01039066692
240	0.01039063183
241	0.01039050855
242	0.01039040518
243	0.01039038811
244	0.01039037199
245	0.01039024301
246	0.01039024301
247	0.01039023353
248	0.01038973281
249	0.01038971384
250	0.01038968539
251	0.01038956021
252	0.01038948624
253	0.01038938951
254	0.01038934873
255	0.01037896805
256	0.01026613371
257	0.01016777559
258	0.01016754799
259	0.01002768694
260	0.01002761487
261	0.01002755512
262	0.01002745744
263	0.01002726023
264	0.01002726023
265	0.01002726023
266	0.01002726023
267	0.01002726023
268	0.01002726023
269	0.01002726023
270	0.01002726023
271	0.01002726023
272	0.01002726023
273	0.01002726023
274	0.01002726023
275	0.01002726023
